Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
5/18/12,42.05000,45.00000,38.00000,38.23000,573576400,0,0
5/21/12,36.53000,36.66000,33.00000,34.03000,168192700,0,0
5/22/12,32.61000,33.59000,30.94000,31.00000,101786600,0,0
5/23/12,31.37000,32.50000,31.36000,32.00000,73600000,0,0
5/24/12,32.95000,33.21000,31.77000,33.03000,50237200,0,0
5/25/12,32.90000,32.95000,31.11000,31.91000,37149800,0,0
5/29/12,31.48000,31.69000,28.65000,28.84000,78063400,0,0
5/30/12,28.70000,29.55000,27.86000,28.19000,57267900,0,0
5/31/12,28.55000,29.67000,26.83000,29.60000,111639200,0,0
6/1/12,28.89000,29.15000,27.39000,27.72000,41855500,0,0
6/4/12,27.20000,27.65000,26.44000,26.90000,35230300,0,0
6/5/12,26.70000,27.76000,25.75000,25.87000,42473400,0,0
6/6/12,26.07000,27.17000,25.52000,26.81000,61489200,0,0
6/7/12,27.00000,27.35000,26.15000,26.31000,26159500,0,0
6/8/12,26.55000,27.76000,26.44000,27.10000,38034000,0,0
6/11/12,27.18000,28.07000,26.84000,27.01000,28219600,0,0
6/12/12,27.48000,27.77000,26.96000,27.40000,15816800,0,0
6/13/12,27.66000,28.10000,27.10000,27.27000,17102800,0,0
6/14/12,27.65000,28.32000,27.38000,28.29000,16855000,0,0
6/15/12,28.51000,30.10000,28.35000,30.01000,43563800,0,0
6/18/12,29.96000,32.08000,29.41000,31.41000,42978900,0,0
6/19/12,31.54000,32.18000,30.70000,31.91000,30849000,0,0
6/20/12,31.92000,31.93000,31.15000,31.60000,15553600,0,0
6/21/12,31.67000,32.50000,31.51000,31.84000,21875300,0,0
6/22/12,32.41000,33.45000,32.06000,33.05000,74834000,0,0
6/25/12,32.86000,33.02000,31.55000,32.06000,24352900,0,0
6/26/12,32.69000,33.44000,32.50000,33.10000,24858700,0,0
6/27/12,32.46000,32.90000,31.90000,32.23000,28568000,0,0
6/28/12,31.96000,32.19000,30.90000,31.36000,17713300,0,0
6/29/12,31.92000,31.99000,30.76000,31.10000,19526900,0,0
7/2/12,31.25000,31.73000,30.55000,30.77000,14122000,0,0
7/3/12,30.91000,31.44000,30.80000,31.20000,8763600,0,0
7/5/12,31.32000,31.63000,31.02000,31.47000,10032100,0,0
7/6/12,31.44000,31.90000,31.26000,31.73000,10945600,0,0
7/9/12,32.10000,32.88000,31.99000,32.17000,17785200,0,0
7/10/12,32.43000,32.48000,31.16000,31.47000,14269500,0,0
7/11/12,31.48000,31.56000,30.55000,30.97000,13030300,0,0
7/12/12,30.70000,31.40000,30.60000,30.81000,11300700,0,0
7/13/12,31.04000,31.07000,30.56000,30.72000,8108300,0,0
7/16/12,30.50000,30.50000,28.21000,28.25000,24672100,0,0
7/17/12,28.48000,28.59000,27.15000,28.09000,30438600,0,0
7/18/12,28.31000,29.29000,28.15000,29.11000,16841800,0,0
7/19/12,29.41000,29.50000,28.63000,29.00000,13685100,0,0
7/20/12,29.00000,29.47000,28.72000,28.76000,11869100,0,0
7/23/12,28.12000,29.00000,28.01000,28.75000,12390700,0,0
7/24/12,28.82000,29.45000,28.10000,28.45000,11539800,0,0
7/25/12,28.39000,29.49000,28.08000,29.34000,17230200,0,0
7/26/12,27.75000,28.23000,26.73000,26.85000,64597400,0,0
7/27/12,23.19000,24.54000,22.28000,23.71000,123102300,0,0
7/30/12,24.00000,24.04000,23.03000,23.15000,29285900,0,0
7/31/12,23.37000,23.37000,21.61000,21.71000,56179400,0,0
8/1/12,21.50000,21.58000,20.84000,20.88000,44604400,0,0
8/2/12,20.77000,20.84000,19.82000,20.04000,56374500,0,0
8/3/12,20.36000,22.16000,19.90000,21.09000,80647000,0,0
8/6/12,21.39000,22.15000,21.30000,21.92000,27778900,0,0
8/7/12,22.20000,22.45000,20.50000,20.72000,36782900,0,0
8/8/12,20.71000,21.15000,20.22000,20.72000,29537400,0,0
8/9/12,20.75000,21.17000,20.61000,21.01000,15610700,0,0
8/10/12,21.41000,21.82000,21.13000,21.81000,25794700,0,0
8/13/12,22.15000,22.45000,21.40000,21.60000,24973100,0,0
8/14/12,21.41000,21.60000,20.25000,20.38000,39308800,0,0
8/15/12,20.64000,21.41000,20.40000,21.20000,47861100,0,0
8/16/12,20.44000,20.48000,19.69000,19.87000,157565300,0,0
8/17/12,20.01000,20.08000,19.00000,19.05000,129293400,0,0
8/20/12,19.05000,20.13000,18.75000,20.01000,101186600,0,0
8/21/12,19.58000,19.98000,19.09000,19.16000,70640600,0,0
8/22/12,19.36000,19.53000,18.96000,19.44000,49892200,0,0
8/23/12,19.50000,19.73000,19.36000,19.44000,32813700,0,0
8/24/12,19.52000,19.68000,19.25000,19.41000,29622200,0,0
8/27/12,19.49000,19.53000,19.10000,19.15000,20704000,0,0
8/28/12,19.10000,19.38000,18.95000,19.34000,25417000,0,0
8/29/12,19.32000,19.38000,19.07000,19.10000,16124700,0,0
