Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
3/18/81,0.08985,0.09073,0.08985,0.08985,36937600,0,0
3/19/81,0.08942,0.08942,0.08898,0.08898,37811200,0,0
3/20/81,0.08985,0.09073,0.08985,0.08985,14604800,0,0
3/23/81,0.09334,0.09422,0.09334,0.09334,22019200,0,0
3/24/81,0.09334,0.09334,0.09291,0.09291,28156800,0,0
3/25/81,0.09204,0.09204,0.09116,0.09116,7056000,0,0
3/26/81,0.08985,0.08985,0.08942,0.08942,12275200,0,0
3/27/81,0.08680,0.08680,0.08637,0.08637,12252800,0,0
3/30/81,0.08637,0.08724,0.08637,0.08637,9900800,0,0
3/31/81,0.08637,0.08637,0.08549,0.08549,15993600,0,0
4/1/81,0.08506,0.08506,0.08462,0.08462,34070400,0,0
4/2/81,0.09204,0.09247,0.09204,0.09204,31404800,0,0
4/3/81,0.09247,0.09291,0.09247,0.09247,16486400,0,0
4/6/81,0.09116,0.09116,0.09073,0.09073,22803200,0,0
4/7/81,0.09029,0.09029,0.08985,0.08985,10684800,0,0
4/8/81,0.09422,0.09509,0.09422,0.09422,21952000,0,0
4/9/81,0.09596,0.09640,0.09596,0.09596,12499200,0,0
4/10/81,0.09727,0.09771,0.09727,0.09727,33465600,0,0
4/13/81,0.09727,0.09771,0.09727,0.09727,16060800,0,0
4/14/81,0.09727,0.09771,0.09727,0.09727,6652800,0,0
4/15/81,0.09291,0.09291,0.09247,0.09247,34048000,0,0
4/16/81,0.08767,0.08767,0.08724,0.08724,23878400,0,0
4/20/81,0.08985,0.09029,0.08985,0.08985,35347200,0,0
4/21/81,0.09596,0.09640,0.09596,0.09596,28537600,0,0
4/22/81,0.09945,0.09989,0.09945,0.09945,18995200,0,0
4/23/81,0.10207,0.10250,0.10207,0.10207,58016000,0,0
4/24/81,0.10207,0.10207,0.10120,0.10120,35056000,0,0
4/27/81,0.10076,0.10076,0.10032,0.10032,38528000,0,0
4/28/81,0.09901,0.09901,0.09858,0.09858,32188800,0,0
4/29/81,0.09771,0.09771,0.09727,0.09727,13641600,0,0
4/30/81,0.09901,0.09989,0.09901,0.09901,12611200,0,0
5/1/81,0.09901,0.09989,0.09901,0.09901,16553600,0,0
5/4/81,0.09901,0.09901,0.09858,0.09858,14448000,0,0
5/5/81,0.09858,0.09858,0.09814,0.09814,17539200,0,0
5/6/81,0.09596,0.09596,0.09553,0.09553,18950400,0,0
5/7/81,0.09683,0.09727,0.09683,0.09683,9363200,0,0
5/8/81,0.09771,0.09814,0.09771,0.09771,7907200,0,0
5/11/81,0.09596,0.09596,0.09553,0.09553,11939200,0,0
5/12/81,0.09553,0.09683,0.09553,0.09553,4256000,0,0
5/13/81,0.09553,0.09640,0.09509,0.09509,4905600,0,0
5/14/81,0.09465,0.09465,0.09378,0.09378,4928000,0,0
5/15/81,0.09596,0.09727,0.09596,0.09596,4905600,0,0
5/18/81,0.09771,0.09858,0.09771,0.09771,4166400,0,0
5/19/81,0.09640,0.09640,0.09596,0.09596,25424000,0,0
5/20/81,0.09901,0.09989,0.09901,0.09901,13283200,0,0
5/21/81,0.10469,0.10512,0.10469,0.10469,32211200,0,0
5/22/81,0.10948,0.11036,0.10948,0.10948,31427200,0,0
5/26/81,0.10948,0.10948,0.10905,0.10905,85344000,0,0
5/27/81,0.11515,0.11559,0.11515,0.11515,149497600,0,0
5/28/81,0.11515,0.11559,0.11515,0.11515,73987200,0,0
5/29/81,0.11559,0.11603,0.11559,0.11559,59382400,0,0
6/1/81,0.11559,0.11603,0.11559,0.11559,51251200,0,0
6/2/81,0.11036,0.11036,0.10992,0.10992,40432000,0,0
6/3/81,0.10992,0.11079,0.10992,0.10992,39446400,0,0
6/4/81,0.11210,0.11254,0.11210,0.11210,56067200,0,0
6/5/81,0.11079,0.11079,0.11036,0.11036,57680000,0,0
6/8/81,0.10687,0.10687,0.10643,0.10643,93497600,0,0
6/9/81,0.10861,0.10905,0.10861,0.10861,119593600,0,0
6/10/81,0.10992,0.11123,0.10992,0.10992,25222400,0,0
6/11/81,0.11472,0.11515,0.11472,0.11472,38976000,0,0
6/12/81,0.11384,0.11384,0.11341,0.11341,25804800,0,0
6/15/81,0.11341,0.11341,0.11297,0.11297,143763200,0,0
6/16/81,0.11123,0.11123,0.11079,0.11079,37251200,0,0
6/17/81,0.10948,0.10948,0.10905,0.10905,27574400,0,0
6/18/81,0.10905,0.10948,0.10861,0.10861,23049600,0,0
6/19/81,0.10599,0.10599,0.10556,0.10556,27507200,0,0
6/22/81,0.10207,0.10207,0.10163,0.10163,10841600,0,0
6/23/81,0.10338,0.10425,0.10338,0.10338,15030400,0,0
6/24/81,0.10163,0.10163,0.10076,0.10076,23027200,0,0
6/25/81,0.10294,0.10338,0.10294,0.10294,24259200,0,0
6/26/81,0.10250,0.10250,0.10163,0.10163,23788800,0,0
6/29/81,0.09901,0.09901,0.09814,0.09814,10595200,0,0
6/30/81,0.09116,0.09116,0.09073,0.09073,35907200,0,0
7/1/81,0.09029,0.09029,0.08985,0.08985,170464000,0,0
7/2/81,0.08985,0.09029,0.08985,0.08985,30284800,0,0
7/6/81,0.08767,0.08767,0.08680,0.08680,16531200,0,0
7/7/81,0.08767,0.08855,0.08767,0.08767,15836800,0,0
7/8/81,0.09116,0.09160,0.09116,0.09116,16620800,0,0
7/9/81,0.08462,0.08462,0.08418,0.08418,32883200,0,0
7/10/81,0.07808,0.07808,0.07764,0.07764,55171200,0,0
7/13/81,0.07939,0.07982,0.07939,0.07939,45740800,0,0
7/14/81,0.08288,0.08375,0.08288,0.08288,19779200,0,0
7/15/81,0.08506,0.08549,0.08506,0.08506,10953600,0,0
7/16/81,0.08724,0.08811,0.08724,0.08724,15232000,0,0
7/17/81,0.09029,0.09073,0.09029,0.09029,19824000,0,0
7/20/81,0.08462,0.08462,0.08418,0.08418,23654400,0,0
7/21/81,0.08418,0.08418,0.08375,0.08375,31942400,0,0
7/22/81,0.07982,0.07982,0.07895,0.07895,22668800,0,0
7/23/81,0.08113,0.08157,0.08113,0.08113,34451200,0,0
7/24/81,0.08375,0.08418,0.08375,0.08375,28851200,0,0
7/27/81,0.08724,0.08767,0.08724,0.08724,17337600,0,0
7/28/81,0.08462,0.08462,0.08418,0.08418,22848000,0,0
7/29/81,0.08331,0.08331,0.08288,0.08288,15500800,0,0
7/30/81,0.08593,0.08680,0.08593,0.08593,9900800,0,0
7/31/81,0.08724,0.08767,0.08724,0.08724,10953600,0,0
8/3/81,0.08724,0.08724,0.08637,0.08637,12432000,0,0
8/4/81,0.08767,0.08811,0.08767,0.08767,31673600,0,0
8/5/81,0.09029,0.09073,0.09029,0.09029,17494400,0,0
8/6/81,0.08855,0.08855,0.08811,0.08811,10528000,0,0
8/7/81,0.08811,0.08855,0.08811,0.08811,9206400,0,0
8/10/81,0.08811,0.08811,0.08811,0.08811,0,0,0
8/11/81,0.08637,0.08637,0.08549,0.08549,71456000,0,0
8/12/81,0.08418,0.08418,0.08375,0.08375,26275200,0,0
8/13/81,0.08157,0.08157,0.08113,0.08113,27484800,0,0
8/14/81,0.08070,0.08070,0.07982,0.07982,24192000,0,0
8/17/81,0.07808,0.07808,0.07721,0.07721,18905600,0,0
8/18/81,0.07633,0.07633,0.07546,0.07546,17001600,0,0
8/19/81,0.07546,0.07546,0.07459,0.07459,20675200,0,0
8/20/81,0.07546,0.07590,0.07546,0.07546,17113600,0,0
8/21/81,0.07110,0.07110,0.07023,0.07023,41910400,0,0
8/24/81,0.06630,0.06630,0.06586,0.06586,23072000,0,0
8/25/81,0.06761,0.06805,0.06761,0.06761,40700800,0,0
8/26/81,0.06674,0.06674,0.06630,0.06630,33600000,0,0
8/27/81,0.06674,0.06717,0.06674,0.06674,25916800,0,0
8/28/81,0.07023,0.07066,0.07023,0.07023,38035200,0,0
8/31/81,0.07023,0.07066,0.07023,0.07023,40947200,0,0
9/1/81,0.07459,0.07502,0.07459,0.07459,37027200,0,0
9/2/81,0.07590,0.07633,0.07590,0.07590,19376000,0,0
9/3/81,0.07284,0.07284,0.07197,0.07197,37475200,0,0
9/4/81,0.07153,0.07153,0.07110,0.07110,15254400,0,0
9/8/81,0.06935,0.06935,0.06892,0.06892,25446400,0,0
9/9/81,0.06892,0.06935,0.06892,0.06892,30531200,0,0
9/10/81,0.06935,0.06979,0.06935,0.06935,34809600,0,0
9/11/81,0.06892,0.06892,0.06848,0.06848,17539200,0,0
9/14/81,0.06674,0.06674,0.06630,0.06630,27686400,0,0
9/15/81,0.06499,0.06499,0.06456,0.06456,19510400,0,0
9/16/81,0.06368,0.06368,0.06325,0.06325,19353600,0,0
9/17/81,0.06194,0.06194,0.06150,0.06150,19376000,0,0
9/18/81,0.06194,0.06237,0.06194,0.06194,26320000,0,0
9/21/81,0.06237,0.06281,0.06237,0.06237,49033600,0,0
9/22/81,0.05932,0.05932,0.05889,0.05889,47420800,0,0
9/23/81,0.05845,0.05845,0.05758,0.05758,28201600,0,0
9/24/81,0.05758,0.05758,0.05714,0.05714,18300800,0,0
9/25/81,0.05060,0.05060,0.04973,0.04973,34608000,0,0
9/28/81,0.05016,0.05060,0.05016,0.05016,91728000,0,0
9/29/81,0.05278,0.05321,0.05278,0.05278,94684800,0,0
9/30/81,0.05321,0.05365,0.05321,0.05321,49996800,0,0
10/1/81,0.05321,0.05365,0.05321,0.05321,61129600,0,0
10/2/81,0.05758,0.05801,0.05758,0.05758,45046400,0,0
10/5/81,0.05932,0.06019,0.05932,0.05932,43097600,0,0
10/6/81,0.05932,0.05932,0.05889,0.05889,28358400,0,0
10/7/81,0.06237,0.06325,0.06237,0.06237,38841600,0,0
10/8/81,0.06456,0.06499,0.06456,0.06456,31091200,0,0
10/9/81,0.06499,0.06586,0.06499,0.06499,54521600,0,0
10/12/81,0.06717,0.06761,0.06717,0.06717,27350400,0,0
10/13/81,0.06717,0.06805,0.06717,0.06717,44195200,0,0
10/14/81,0.06368,0.06368,0.06325,0.06325,30979200,0,0
10/15/81,0.06456,0.06499,0.06456,0.06456,29433600,0,0
10/16/81,0.06412,0.06412,0.06368,0.06368,36467200,0,0
10/19/81,0.06499,0.06543,0.06499,0.06499,20585600,0,0
10/20/81,0.06848,0.06892,0.06848,0.06848,35728000,0,0
10/21/81,0.06848,0.06892,0.06848,0.06848,76899200,0,0
10/22/81,0.06848,0.06848,0.06805,0.06805,32278400,0,0
10/23/81,0.06674,0.06674,0.06630,0.06630,27910400,0,0
10/26/81,0.06630,0.06674,0.06630,0.06630,27283200,0,0
10/27/81,0.06761,0.06848,0.06761,0.06761,85590400,0,0
10/28/81,0.06979,0.07023,0.06979,0.06979,44172800,0,0
10/29/81,0.06935,0.06935,0.06892,0.06892,30486400,0,0
10/30/81,0.06979,0.07023,0.06979,0.06979,52729600,0,0
11/2/81,0.06979,0.07023,0.06979,0.06979,36915200,0,0
11/3/81,0.06935,0.06935,0.06892,0.06892,28380800,0,0
11/4/81,0.06761,0.06761,0.06717,0.06717,23811200,0,0
11/5/81,0.06281,0.06281,0.06237,0.06237,23363200,0,0
11/6/81,0.06281,0.06325,0.06281,0.06281,24595200,0,0
11/9/81,0.06368,0.06412,0.06368,0.06368,20384000,0,0
11/10/81,0.06412,0.06456,0.06412,0.06412,16755200,0,0
11/11/81,0.06586,0.06630,0.06586,0.06586,27440000,0,0
11/12/81,0.06805,0.06848,0.06805,0.06805,39916800,0,0
11/13/81,0.06368,0.06368,0.06325,0.06325,21011200,0,0
11/16/81,0.06281,0.06281,0.06237,0.06237,22556800,0,0
11/17/81,0.06368,0.06412,0.06368,0.06368,35414400,0,0
11/18/81,0.06586,0.06630,0.06586,0.06586,29142400,0,0
11/19/81,0.06586,0.06630,0.06586,0.06586,40006400,0,0
11/20/81,0.06630,0.06674,0.06630,0.06630,38102400,0,0
11/23/81,0.06412,0.06412,0.06325,0.06325,22960000,0,0
11/24/81,0.06325,0.06325,0.06281,0.06281,22153600,0,0
11/25/81,0.06412,0.06456,0.06412,0.06412,52550400,0,0
11/27/81,0.06586,0.06630,0.06586,0.06586,37251200,0,0
11/30/81,0.06543,0.06543,0.06499,0.06499,23968000,0,0
12/1/81,0.06499,0.06543,0.06499,0.06499,23385600,0,0
12/2/81,0.06543,0.06586,0.06543,0.06543,37564800,0,0
12/3/81,0.06499,0.06499,0.06456,0.06456,20428800,0,0
12/4/81,0.06630,0.06674,0.06630,0.06630,137155200,0,0
12/7/81,0.06674,0.06717,0.06674,0.06674,59292800,0,0
12/8/81,0.06630,0.06630,0.06543,0.06543,50624000,0,0
12/9/81,0.06586,0.06630,0.06586,0.06586,34272000,0,0
12/10/81,0.06586,0.06630,0.06586,0.06586,37408000,0,0
12/11/81,0.06586,0.06630,0.06543,0.06543,76092800,0,0
12/14/81,0.06412,0.06412,0.06325,0.06325,25244800,0,0
12/15/81,0.06499,0.06543,0.06499,0.06499,31315200,0,0
12/16/81,0.06805,0.06848,0.06805,0.06805,65452800,0,0
12/17/81,0.07372,0.07415,0.07372,0.07372,51452800,0,0
12/18/81,0.07982,0.08026,0.07982,0.07982,71724800,0,0
12/21/81,0.07677,0.07677,0.07633,0.07633,56403200,0,0
12/22/81,0.07764,0.07808,0.07764,0.07764,53827200,0,0
12/23/81,0.07633,0.07633,0.07590,0.07590,28896000,0,0
12/24/81,0.07633,0.07677,0.07633,0.07633,28918400,0,0
12/28/81,0.07372,0.07372,0.07284,0.07284,36579200,0,0
12/29/81,0.07415,0.07502,0.07415,0.07415,24236800,0,0
12/30/81,0.07721,0.07764,0.07721,0.07721,32188800,0,0
12/31/81,0.07721,0.07764,0.07721,0.07721,54656000,0,0
1/4/82,0.07721,0.07721,0.07677,0.07677,71254400,0,0
1/5/82,0.07372,0.07372,0.07284,0.07284,35840000,0,0
1/6/82,0.07241,0.07241,0.07197,0.07197,66080000,0,0
1/7/82,0.06717,0.06717,0.06630,0.06630,70044800,0,0
1/8/82,0.06935,0.06979,0.06935,0.06935,56604800,0,0
1/11/82,0.06543,0.06543,0.06499,0.06499,33331200,0,0
1/12/82,0.06325,0.06325,0.06281,0.06281,59920000,0,0
1/13/82,0.06281,0.06281,0.06237,0.06237,41753600,0,0
1/14/82,0.06543,0.06586,0.06543,0.06543,25715200,0,0
1/15/82,0.06979,0.07066,0.06979,0.06979,46704000,0,0
1/18/82,0.07110,0.07197,0.07110,0.07110,28000000,0,0
1/19/82,0.07023,0.07023,0.06935,0.06935,55507200,0,0
1/20/82,0.07066,0.07110,0.07066,0.07066,25827200,0,0
1/21/82,0.07197,0.07241,0.07197,0.07197,33331200,0,0
1/22/82,0.07241,0.07284,0.07241,0.07241,24259200,0,0
1/25/82,0.07066,0.07066,0.07023,0.07023,44710400,0,0
1/26/82,0.06848,0.06848,0.06761,0.06761,21212800,0,0
1/27/82,0.06805,0.06892,0.06805,0.06805,31360000,0,0
1/28/82,0.07023,0.07066,0.07023,0.07023,39603200,0,0
1/29/82,0.07110,0.07153,0.07110,0.07110,53155200,0,0
2/1/82,0.07110,0.07110,0.07023,0.07023,38528000,0,0
2/2/82,0.07066,0.07153,0.07066,0.07066,54275200,0,0
2/3/82,0.07066,0.07110,0.07066,0.07066,31472000,0,0
2/4/82,0.06935,0.06935,0.06892,0.06892,22041600,0,0
2/5/82,0.06892,0.06935,0.06892,0.06892,40297600,0,0
2/8/82,0.06499,0.06499,0.06456,0.06456,31696000,0,0
2/9/82,0.06456,0.06499,0.06456,0.06456,57904000,0,0
2/10/82,0.06543,0.06586,0.06543,0.06543,38796800,0,0
2/11/82,0.06499,0.06499,0.06456,0.06456,24528000,0,0
2/12/82,0.06543,0.06586,0.06543,0.06543,19644800,0,0
2/16/82,0.06456,0.06456,0.06412,0.06412,34316800,0,0
2/17/82,0.06499,0.06543,0.06499,0.06499,25580800,0,0
2/18/82,0.06586,0.06630,0.06586,0.06586,28380800,0,0
2/19/82,0.06586,0.06586,0.06543,0.06543,13596800,0,0
2/22/82,0.06499,0.06499,0.06456,0.06456,26633600,0,0
2/23/82,0.06412,0.06412,0.06368,0.06368,34540800,0,0
2/24/82,0.06412,0.06456,0.06412,0.06412,37945600,0,0
2/25/82,0.06412,0.06412,0.06368,0.06368,30800000,0,0
2/26/82,0.06368,0.06412,0.06368,0.06368,17427200,0,0
3/1/82,0.06412,0.06456,0.06412,0.06412,35302400,0,0
3/2/82,0.06412,0.06456,0.06412,0.06412,34809600,0,0
3/3/82,0.06412,0.06456,0.06412,0.06412,23654400,0,0
3/4/82,0.06325,0.06325,0.06281,0.06281,38371200,0,0
3/5/82,0.05845,0.05845,0.05801,0.05801,45315200,0,0
3/8/82,0.05758,0.05758,0.05714,0.05714,35145600,0,0
3/9/82,0.05758,0.05801,0.05758,0.05758,52505600,0,0
3/10/82,0.05714,0.05714,0.05670,0.05670,86934400,0,0
3/11/82,0.05670,0.05758,0.05670,0.05670,22579200,0,0
3/12/82,0.05365,0.05365,0.05321,0.05321,46547200,0,0
3/15/82,0.05321,0.05321,0.05278,0.05278,51363200,0,0
3/16/82,0.05234,0.05234,0.05191,0.05191,47152000,0,0
3/17/82,0.04973,0.04973,0.04929,0.04929,50489600,0,0
3/18/82,0.05321,0.05365,0.05321,0.05321,56336000,0,0
3/19/82,0.05801,0.05845,0.05801,0.05801,65811200,0,0
3/22/82,0.06237,0.06281,0.06237,0.06237,69193600,0,0
3/23/82,0.06194,0.06194,0.06150,0.06150,55955200,0,0
3/24/82,0.05845,0.05845,0.05801,0.05801,51609600,0,0
3/25/82,0.05801,0.05801,0.05758,0.05758,84112000,0,0
3/26/82,0.05714,0.05714,0.05670,0.05670,50780800,0,0
3/29/82,0.05801,0.05845,0.05801,0.05801,67603200,0,0
3/30/82,0.05889,0.05932,0.05889,0.05889,77952000,0,0
3/31/82,0.05889,0.05932,0.05889,0.05889,50153600,0,0
4/1/82,0.06194,0.06237,0.06194,0.06194,59136000,0,0
4/2/82,0.06194,0.06237,0.06194,0.06194,84806400,0,0
4/5/82,0.06194,0.06237,0.06194,0.06194,86643200,0,0
4/6/82,0.06194,0.06194,0.06150,0.06150,71590400,0,0
4/7/82,0.06107,0.06107,0.06063,0.06063,29097600,0,0
4/8/82,0.06107,0.06150,0.06107,0.06107,23990400,0,0
4/12/82,0.06107,0.06150,0.06063,0.06063,44307200,0,0
4/13/82,0.05627,0.05627,0.05583,0.05583,85299200,0,0
4/14/82,0.05627,0.05670,0.05627,0.05627,113590400,0,0
4/15/82,0.05714,0.05758,0.05714,0.05714,164281600,0,0
4/16/82,0.05889,0.05932,0.05889,0.05889,104048000,0,0
4/19/82,0.05845,0.05845,0.05758,0.05758,41283200,0,0
4/20/82,0.05540,0.05540,0.05496,0.05496,80550400,0,0
4/21/82,0.05496,0.05496,0.05452,0.05452,73024000,0,0
4/22/82,0.05409,0.05409,0.05365,0.05365,52595200,0,0
4/23/82,0.05365,0.05409,0.05365,0.05365,48294400,0,0
4/26/82,0.05496,0.05540,0.05496,0.05496,57926400,0,0
4/27/82,0.05365,0.05365,0.05321,0.05321,70268800,0,0
4/28/82,0.05147,0.05147,0.05103,0.05103,99232000,0,0
4/29/82,0.05103,0.05147,0.05103,0.05103,82230400,0,0
4/30/82,0.05147,0.05191,0.05147,0.05147,277401600,0,0
5/3/82,0.05321,0.05365,0.05321,0.05321,82700800,0,0
5/4/82,0.05496,0.05540,0.05496,0.05496,73987200,0,0
5/5/82,0.05496,0.05496,0.05409,0.05409,53939200,0,0
5/6/82,0.05583,0.05627,0.05583,0.05583,75465600,0,0
5/7/82,0.05670,0.05714,0.05670,0.05670,84716800,0,0
5/10/82,0.05627,0.05627,0.05583,0.05583,31606400,0,0
5/11/82,0.05452,0.05452,0.05409,0.05409,103017600,0,0
5/12/82,0.05321,0.05321,0.05278,0.05278,71008000,0,0
5/13/82,0.05321,0.05365,0.05321,0.05321,54454400,0,0
5/14/82,0.05191,0.05191,0.05103,0.05103,95737600,0,0
5/17/82,0.05060,0.05060,0.05016,0.05016,76204800,0,0
5/18/82,0.04973,0.04973,0.04929,0.04929,122035200,0,0
5/19/82,0.04929,0.04929,0.04885,0.04885,75286400,0,0
5/20/82,0.04929,0.04973,0.04929,0.04929,27619200,0,0
5/21/82,0.04973,0.05016,0.04973,0.04973,38841600,0,0
5/24/82,0.05016,0.05060,0.05016,0.05016,31987200,0,0
5/25/82,0.05016,0.05060,0.05016,0.05016,51564800,0,0
5/26/82,0.05016,0.05016,0.04973,0.04973,43276800,0,0
5/27/82,0.04929,0.04929,0.04885,0.04885,31248000,0,0
5/28/82,0.04885,0.04929,0.04885,0.04885,19196800,0,0
6/1/82,0.04842,0.04842,0.04798,0.04798,47600000,0,0
6/2/82,0.04885,0.04929,0.04885,0.04885,32905600,0,0
6/3/82,0.04798,0.04798,0.04711,0.04711,39760000,0,0
6/4/82,0.04624,0.04624,0.04580,0.04580,37676800,0,0
6/7/82,0.04580,0.04624,0.04580,0.04580,37161600,0,0
6/8/82,0.04580,0.04580,0.04536,0.04536,31404800,0,0
6/9/82,0.04493,0.04493,0.04449,0.04449,33846400,0,0
6/10/82,0.04493,0.04536,0.04493,0.04493,34406400,0,0
6/11/82,0.04667,0.04711,0.04667,0.04667,54633600,0,0
6/14/82,0.04667,0.04711,0.04667,0.04667,29993600,0,0
6/15/82,0.04667,0.04711,0.04667,0.04667,35212800,0,0
6/16/82,0.04667,0.04711,0.04667,0.04667,41731200,0,0
6/17/82,0.04624,0.04624,0.04580,0.04580,29164800,0,0
6/18/82,0.04580,0.04580,0.04493,0.04493,19868800,0,0
6/21/82,0.04493,0.04536,0.04493,0.04493,28537600,0,0
6/22/82,0.04667,0.04754,0.04667,0.04667,17561600,0,0
6/23/82,0.04798,0.04885,0.04798,0.04798,52752000,0,0
6/24/82,0.04798,0.04842,0.04798,0.04798,44150400,0,0
6/25/82,0.04667,0.04667,0.04624,0.04624,26678400,0,0
6/28/82,0.04624,0.04624,0.04580,0.04580,25155200,0,0
6/29/82,0.04493,0.04493,0.04449,0.04449,35817600,0,0
6/30/82,0.04449,0.04493,0.04449,0.04449,67625600,0,0
7/1/82,0.04449,0.04449,0.04406,0.04406,55731200,0,0
7/2/82,0.04231,0.04231,0.04187,0.04187,58105600,0,0
7/6/82,0.04057,0.04057,0.04013,0.04013,87696000,0,0
7/7/82,0.04013,0.04057,0.04013,0.04013,30374400,0,0
7/8/82,0.03882,0.03882,0.03838,0.03838,164326400,0,0
7/9/82,0.03969,0.04013,0.03969,0.03969,128419200,0,0
7/12/82,0.04057,0.04100,0.04057,0.04057,63392000,0,0
7/13/82,0.04318,0.04362,0.04318,0.04318,114374400,0,0
7/14/82,0.04362,0.04449,0.04362,0.04362,71120000,0,0
7/15/82,0.04449,0.04493,0.04449,0.04449,65788800,0,0
7/16/82,0.04624,0.04667,0.04624,0.04624,77011200,0,0
7/19/82,0.04667,0.04711,0.04667,0.04667,83776000,0,0
7/20/82,0.04973,0.05016,0.04973,0.04973,49705600,0,0
7/21/82,0.04973,0.05016,0.04973,0.04973,71702400,0,0
7/22/82,0.05016,0.05060,0.05016,0.05016,35212800,0,0
7/23/82,0.04973,0.04973,0.04929,0.04929,18300800,0,0
7/26/82,0.04754,0.04754,0.04711,0.04711,56851200,0,0
7/27/82,0.04711,0.04754,0.04711,0.04711,32323200,0,0
7/28/82,0.04536,0.04536,0.04493,0.04493,53513600,0,0
